Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
24-11-07,West Bengal,Kolkata,Moulali,Residential and others,5.3,65.7,103,194
29-11-07,West Bengal,Kolkata,Moulali,Residential and others,9.5,103.4,164,298
12/1/2007,West Bengal,Kolkata,Moulali,Residential and others,7.3,108.2,165,330
12/4/2007,West Bengal,Kolkata,Moulali,Residential and others,8.2,103.4,158,259
12/7/2007,West Bengal,Kolkata,Moulali,Residential and others,6.8,99.6,174,324
12/9/2007,West Bengal,Kolkata,Moulali,Residential and others,5.1,91.8,114,235
13-12-07,West Bengal,Kolkata,Moulali,Residential and others,5,101,198,353
19-12-07,West Bengal,Kolkata,Moulali,Residential and others,8.2,105.8,210,372
22-12-07,West Bengal,Kolkata,Moulali,Residential and others,6.2,115.1,228,373
25-12-07,West Bengal,Kolkata,Moulali,Residential and others,6.6,112.6,232,406
27-12-07,West Bengal,Kolkata,Moulali,Residential and others,7.4,107.1,255,430
31-12-07,West Bengal,Kolkata,Moulali,Residential and others,9,116.1,244,419
1/2/2007,West Bengal,Kolkata,Salt Lake,Residential and others,8.3,112.1,233,411
1/6/2007,West Bengal,Kolkata,Salt Lake,Residential and others,9.2,108.6,174,345
1/9/2007,West Bengal,Kolkata,Salt Lake,Residential and others,10.4,122.2,305,519
1/11/2007,West Bengal,Kolkata,Salt Lake,Residential and others,10.8,118.8,267,527
15-01-07,West Bengal,Kolkata,Salt Lake,Residential and others,8.5,101.3,248,419
18-01-07,West Bengal,Kolkata,Salt Lake,Residential and others,11,124.4,215,404
21-01-07,West Bengal,Kolkata,Salt Lake,Residential and others,10.2,118.5,207,364
27-01-07,West Bengal,Kolkata,Salt Lake,Residential and others,9.4,114.8,233,438
29-01-07,West Bengal,Kolkata,Salt Lake,Residential and others,10.3,123.5,202,388
2/1/2007,West Bengal,Kolkata,Salt Lake,Residential and others,9,99.6,239,509
2/5/2007,West Bengal,Kolkata,Salt Lake,Residential and others,12.8,104.3,111,240
2/8/2007,West Bengal,Kolkata,Salt Lake,Residential and others,5,73,37,127
2/12/2007,West Bengal,Kolkata,Salt Lake,Residential and others,6.4,80.7,137,255
15-02-07,West Bengal,Kolkata,Salt Lake,Residential and others,5.3,105.8,110,202
18-02-07,West Bengal,Kolkata,Salt Lake,Residential and others,7.5,109.2,132,226
24-02-07,West Bengal,Kolkata,Salt Lake,Residential and others,5.1,90.5,148,285
26-02-07,West Bengal,Kolkata,Salt Lake,Residential and others,5.9,79.1,126,254
3/1/2007,West Bengal,Kolkata,Salt Lake,Residential and others,4.9,74.6,57,139
3/4/2007,West Bengal,Kolkata,Salt Lake,Residential and others,5,95.8,117,242
3/6/2007,West Bengal,Kolkata,Salt Lake,Residential and others,5.2,97.9,115,249
14-03-07,West Bengal,Kolkata,Salt Lake,Residential and others,8.2,91.7,111,237
17-03-07,West Bengal,Kolkata,Salt Lake,Residential and others,10.6,79.4,89,184
19-03-07,West Bengal,Kolkata,Salt Lake,Residential and others,8,73.2,63,135
21-03-07,West Bengal,Kolkata,Salt Lake,Residential and others,4.9,70.8,108,244
25-03-07,West Bengal,Kolkata,Salt Lake,Residential and others,7.2,95.5,72,178
31-03-07,West Bengal,Kolkata,Salt Lake,Residential and others,5,69.2,60,143
4/3/2007,West Bengal,Kolkata,Salt Lake,Residential and others,6.5,93.4,50,123
4/6/2007,West Bengal,Kolkata,Salt Lake,Residential and others,5.2,58.6,87,192
4/8/2007,West Bengal,Kolkata,Salt Lake,Residential and others,4.4,49.9,106,246
4/11/2007,West Bengal,Kolkata,Salt Lake,Residential and others,4.4,58.1,48,122
15-04-07,West Bengal,Kolkata,Salt Lake,Residential and others,5.2,54.3,27,97
20-04-07,West Bengal,Kolkata,Salt Lake,Residential and others,4.2,44.7,59,132
23-04-07,West Bengal,Kolkata,Salt Lake,Residential and others,4.4,40,37,105
28-04-07,West Bengal,Kolkata,Salt Lake,Residential and others,5,43.1,45,127
5/1/2007,West Bengal,Kolkata,Salt Lake,Residential and others,4.5,41.3,40,100
5/5/2007,West Bengal,Kolkata,Salt Lake,Residential and others,5,47.4,35,100
5/9/2007,West Bengal,Kolkata,Salt Lake,Residential and others,6.3,64.9,20,63
5/12/2007,West Bengal,Kolkata,Salt Lake,Residential and others,6.2,63.1,32,90
16-05-07,West Bengal,Kolkata,Salt Lake,Residential and others,4.5,56,33,88
18-05-07,West Bengal,Kolkata,Salt Lake,Residential and others,5.8,70.6,32,107
21-05-07,West Bengal,Kolkata,Salt Lake,Residential and others,4.5,42.9,43,136
24-05-07,West Bengal,Kolkata,Salt Lake,Residential and others,5.3,55.1,28,95
27-05-07,West Bengal,Kolkata,Salt Lake,Residential and others,4.8,44.4,28,89
6/2/2007,West Bengal,Kolkata,Salt Lake,Residential and others,5.7,60.7,27,84
6/7/2007,West Bengal,Kolkata,Salt Lake,Residential and others,4.7,48.6,25,71
6/9/2007,West Bengal,Kolkata,Salt Lake,Residential and others,4.4,53.9,22,69
6/11/2007,West Bengal,Kolkata,Salt Lake,Residential and others,6.6,43.7,28,78
15-06-07,West Bengal,Kolkata,Salt Lake,Residential and others,4.4,57.8,29,84
17-06-07,West Bengal,Kolkata,Salt Lake,Residential and others,5.8,50.4,22,66
20-06-07,West Bengal,Kolkata,Salt Lake,Residential and others,4.5,38.5,26,67
26-06-07,West Bengal,Kolkata,Salt Lake,Residential and others,5.2,40.9,25,66
29-06-07,West Bengal,Kolkata,Salt Lake,Residential and others,4.2,35.9,33,91
7/4/2007,West Bengal,Kolkata,Salt Lake,Residential and others,4.6,48.7,33,100
7/6/2007,West Bengal,Kolkata,Salt Lake,Residential and others,4.4,39,15,41
7/8/2007,West Bengal,Kolkata,Salt Lake,Residential and others,4.4,48.8,29,83
7/12/2007,West Bengal,Kolkata,Salt Lake,Residential and others,4.5,46,24,68
18-07-07,West Bengal,Kolkata,Salt Lake,Residential and others,4.3,53.3,22,62
21-07-07,West Bengal,Kolkata,Salt Lake,Residential and others,4.5,43.6,32,90
24-07-07,West Bengal,Kolkata,Salt Lake,Residential and others,4.4,47.8,50,126
28-07-07,West Bengal,Kolkata,Salt Lake,Residential and others,4.5,42.6,23,59
30-07-07,West Bengal,Kolkata,Salt Lake,Residential and others,4.6,48.8,17,59
8/4/2007,West Bengal,Kolkata,Salt Lake,Residential and others,4.4,38.5,29,66
8/6/2007,West Bengal,Kolkata,Salt Lake,Residential and others,4.9,44.8,25,69
8/11/2007,West Bengal,Kolkata,Salt Lake,Residential and others,4.7,39.7,22,70
14-08-07,West Bengal,Kolkata,Salt Lake,Residential and others,4.4,42.1,35,105
16-08-07,West Bengal,Kolkata,Salt Lake,Residential and others,5.5,51.5,34,101
19-08-07,West Bengal,Kolkata,Salt Lake,Residential and others,4.8,44.1,49,104
22-08-07,West Bengal,Kolkata,Salt Lake,Residential and others,4.2,43.9,39,104
30-08-07,West Bengal,Kolkata,Salt Lake,Residential and others,4.5,32.8,22,66
9/1/2007,West Bengal,Kolkata,Salt Lake,Residential and others,4.6,35.8,21,57
9/4/2007,West Bengal,Kolkata,Salt Lake,Residential and others,4.4,37.7,18,60
9/8/2007,West Bengal,Kolkata,Salt Lake,Residential and others,5,41.9,30,89
9/10/2007,West Bengal,Kolkata,Salt Lake,Residential and others,4.3,43.4,39,94
9/12/2007,West Bengal,Kolkata,Salt Lake,Residential and others,4.3,51.3,42,108
17-09-07,West Bengal,Kolkata,Salt Lake,Residential and others,4.2,45.8,41,105
20-09-07,West Bengal,Kolkata,Salt Lake,Residential and others,4.3,29.1,29,84
23-09-07,West Bengal,Kolkata,Salt Lake,Residential and others,4.4,28.2,15,57
28-09-07,West Bengal,Kolkata,Salt Lake,Residential and others,4.1,41.3,23,65
30-09-07,West Bengal,Kolkata,Salt Lake,Residential and others,4.4,41.7,36,89
10/3/2007,West Bengal,Kolkata,Salt Lake,Residential and others,4.6,46.4,37,106
10/8/2007,West Bengal,Kolkata,Salt Lake,Residential and others,4.5,59.2,59,138
10/12/2007,West Bengal,Kolkata,Salt Lake,Residential and others,5.2,74.5,87,191
16-10-07,West Bengal,Kolkata,Salt Lake,Residential and others,4.8,72.9,60,132
18-10-07,West Bengal,Kolkata,Salt Lake,Residential and others,6.3,70.1,46,116
23-10-07,West Bengal,Kolkata,Salt Lake,Residential and others,4.8,62.1,106,188
27-10-07,West Bengal,Kolkata,Salt Lake,Residential and others,5.9,74.8,61,157
31-10-07,West Bengal,Kolkata,Salt Lake,Residential and others,5.1,58.2,27,86
11/3/2007,West Bengal,Kolkata,Salt Lake,Residential and others,4.3,58.5,57,150
11/6/2007,West Bengal,Kolkata,Salt Lake,Residential and others,5.2,74.2,98,209
11/9/2007,West Bengal,Kolkata,Salt Lake,Residential and others,4.3,72.5,130,215
11/11/2007,West Bengal,Kolkata,Salt Lake,Residential and others,5.2,53.3,101,196
14-11-07,West Bengal,Kolkata,Salt Lake,Residential and others,5.8,78.1,92,192
19-11-07,West Bengal,Kolkata,Salt Lake,Residential and others,5,61.5,42,117
22-11-07,West Bengal,Kolkata,Salt Lake,Residential and others,4.8,64.6,142,288
25-11-07,West Bengal,Kolkata,Salt Lake,Residential and others,5.3,68,90,218
28-11-07,West Bengal,Kolkata,Salt Lake,Residential and others,4.6,70.5,112,257
12/2/2007,West Bengal,Kolkata,Salt Lake,Residential and others,5.7,78.4,160,264
12/8/2007,West Bengal,Kolkata,Salt Lake,Residential and others,5.4,88.6,132,285
12/10/2007,West Bengal,Kolkata,Salt Lake,Residential and others,6.1,84.5,228,343
12/12/2007,West Bengal,Kolkata,Salt Lake,Residential and others,4.2,69.6,145,294
18-12-07,West Bengal,Kolkata,Salt Lake,Residential and others,5.7,94.6,178,344
21-12-07,West Bengal,Kolkata,Salt Lake,Residential and others,6,98,190,363
27-12-07,West Bengal,Kolkata,Salt Lake,Residential and others,4.5,99.6,166,330
29-12-07,West Bengal,Kolkata,Salt Lake,Residential and others,6.8,107.4,155,333
